Lang,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Java,175.23699999999997,291.36299999999994,283.28899999999993,221.82000000000002,197.464,257.534,240.397,186.018,230.691,197.60299999999998,241.09799999999998,202.43899999999996,219.09400000000002,188.28099999999995,214.67100000000002,238.194,173.39000000000001,192.60399999999998,191.834,175.23699999999997,291.36299999999994,283.28899999999993,221.82000000000002,197.464,257.534,240.397,186.018,230.691,197.60299999999998,241.09799999999998,202.43899999999996,219.09400000000002,188.28099999999995,214.67100000000002,238.194,173.39000000000001,192.60399999999998,191.834
C,141.63100000000003,227.54399999999998,217.165,218.284,192.689,213.55900000000003,182.303,137.648,197.85199999999998,189.80299999999997,215.716,217.508,227.97199999999998,207.54,195.50800000000004,147.994,95.35700000000001,167.308,173.558,141.63100000000003,227.54399999999998,217.165,218.284,192.689,213.55900000000003,182.303,137.648,197.85199999999998,189.80299999999997,215.716,217.508,227.97199999999998,207.54,195.50800000000004,147.994,95.35700000000001,167.308,173.558
Python,8.312999999999999,12.816999999999998,14.644,44.949,26.909000000000002,37.733,42.873999999999995,44.03399999999999,57.479,51.343,58.40299999999999,44.525999999999996,49.726,30.079,43.222,47.763,45.044999999999995,76.69200000000001,107.049,8.312999999999999,12.816999999999998,14.644,44.949,26.909000000000002,37.733,42.873999999999995,44.03399999999999,57.479,51.343,58.40299999999999,44.525999999999996,49.726,30.079,43.222,47.763,45.044999999999995,76.69200000000001,107.049
C++,109.02000000000001,178.50900000000001,192.941,167.40400000000002,108.37400000000001,129.737,121.008,91.683,122.473,107.10299999999998,115.46199999999999,107.79000000000002,115.578,71.274,83.594,74.672,63.69999999999999,86.92099999999999,84.47200000000001,109.02000000000001,178.50900000000001,192.941,167.40400000000002,108.37400000000001,129.737,121.008,91.683,122.473,107.10299999999998,115.46199999999999,107.79000000000002,115.578,71.274,83.594,74.672,63.69999999999999,86.92099999999999,84.47200000000001
C#,3.3680000000000003,16.999000000000002,23.340000000000003,22.308,29.948999999999998,39.465,43.696000000000005,37.826,57.04299999999999,57.348000000000006,89.986,84.37899999999999,78.992,56.254,59.628,50.958,46.1,48.778,45.962,3.3680000000000003,16.999000000000002,23.340000000000003,22.308,29.948999999999998,39.465,43.696000000000005,37.826,57.04299999999999,57.348000000000006,89.986,84.37899999999999,78.992,56.254,59.628,50.958,46.1,48.778,45.962
Visual Basic .NET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2349999999999999,5.738,10.418000000000001,17.493,20.527,27.956,31.055,34.42699999999999,58.06900000000001,59.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2349999999999999,5.738,10.418000000000001,17.493,20.527,27.956,31.055,34.42699999999999,58.06900000000001,59.506
JavaScript,10.991999999999997,21.802,25.749,19.772999999999996,17.243,23.64,34.295,25.810000000000002,40.53,23.877000000000002,24.145000000000003,22.662,23.204,23.66,32.961999999999996,31.183,32.513000000000005,34.827000000000005,29.274,10.991999999999997,21.802,25.749,19.772999999999996,17.243,23.64,34.295,25.810000000000002,40.53,23.877000000000002,24.145000000000003,22.662,23.204,23.66,32.961999999999996,31.183,32.513000000000005,34.827000000000005,29.274
PHP,20.306,75.178,57.784,105.44800000000001,90.82700000000001,115.68400000000001,107.62700000000001,84.08800000000001,115.746,98.478,85.494,66.27699999999999,76.87800000000001,39.164,36.301,35.534,31.360999999999997,36.525999999999996,26.447999999999993,20.306,75.178,57.784,105.44800000000001,90.82700000000001,115.68400000000001,107.62700000000001,84.08800000000001,115.746,98.478,85.494,66.27699999999999,76.87800000000001,39.164,36.301,35.534,31.360999999999997,36.525999999999996,26.447999999999993
Swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.234,13.241999999999999,21.277000000000005,23.561,18.094,14.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.234,13.241999999999999,21.277000000000005,23.561,18.094,14.426
SQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.513000000000005,30.24,38.06099999999999,27.239,24.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.513000000000005,30.24,38.06099999999999,27.239,24.168
